cleaned_text,text_length
作为一个男谦友 我来说一下我个人想法（不喜勿喷） 我之前没看过什么客观公正的解说 我因为不碰什么饭圈微博之类的 了解的也不多 看完这个视频 我认为薛之谦几年前说把钱全给高磊鑫了 自己很穷（相对其他明星）是没问题的 婚内出轨没的讲 但如果真的是已经协议离婚那种 感觉换哪个男的来都会想着找新人 但如果不是另说 薛之谦这么看是渣了李雨桐 这我不洗 毕竟打孩子了 但是我看后面好几次都是薛之谦胜诉 说明李雨桐这人说谎什么的也不少 至于为什么还发展的这么好 我认为该法院判决的也赢了 该赔钱也赔了 对面输了说明也不是什么好东西 至于渣男嘛 毕竟和高磊鑫也又复合这么多年了还有孩子 我觉得不能彻底忘掉干的坏事 但我不会因此耿耿于怀 毕竟和什么吴亦凡李易峰华晨宇那种比起来不算太重 ，法师都能生龙活虎 薛之谦这个毕竟案子都是胜诉的 属于还可控的那种 现在薛之谦的内地各大音乐平台粉丝总数第二，仅次于周杰伦 演唱会数据更是目前的内地第一 历史前五（网上有数据） 怎么说呢 从15年左右的苦情歌极其迎合大众开始 到创作出不少有价值的歌曲 唱，编，作三样都会 尤其是作词 三样综合起来现在内娱有谁能压薛之谦？要么光会唱，要么光会作，要么数据不行 我29号在南京才看的薛之谦演唱会 怎么说呢 最为歌手是绝对过关的 都很好 搞笑加真诚 这种风格就不可能不讨喜 你要我一个男的多在乎这种娱乐圈的撕逼 我不是很关心 他渣了一回一个满嘴谎言的人 但是最后又和高磊鑫继续走下去 在我个人的接受范围内 娱乐圈他这种绝对是很频繁的 而且最关键的是谦友 最近几年 薛之谦人气一直在上升 但是没闹过什么大事 谦友也不打大仗 舆论基本上都是好风向 我们知道薛之谦单讲唱歌水平这个第二是有点德不配位 但是只要不出事就没人会吵 这种情况下天天跑巡演跑音乐节 只会进一步积攒人气,766
作为一个律师，你是专业的，你要引导正确的舆论导向，生育权你片字不提你什么意思？居心叵测不如去UC当小编 现在你编一个小故事你不给出答案，让观众发酵舆论，属实有点带节奏，搞男女对立，不如把你这身衣服脱了，你不配 罗老师是对的，有的人学法学的毫无人性！,124
作为一个不婚主义者 我有很多女基友 但我不需要女朋友（狗头保命）,32
作为一个90后并且带过避孕环的人分享一下带过之后的感觉，带了有五年多，带完这个东西就疼的在床上疼了半个多小时起不来，后面每次大姨妈以后两天腹部左边一直疼，不能受凉，下午疼疼到半夜睡着，我也是强大，疼着也能睡着，大姨妈的天数最低八天，多的十天，每次提前五天，相当于两个月三次大姨妈，吃止疼药也没用，受凉一直疼。而且带环的时候我还是抱着孩子去的，是我妈妈和我去的，没有人关心，摘下来的时候不知道是疼哭的还是气哭的，为了这么个人受了这么多罪真的不值，而且我离婚了。以后再也不会带这个东西了。,242
作为偷偷吃过一段时间长效避孕药的已婚女性，对这个话题很有感触。我目前不想生孩子，我老公非常迫切的想要孩子，虽然在我要求下他会戴套，但是在几个月内发生了三次套破裂的情况。虽然我都马上补了紧急避孕药，但是真的很不放心。吃短效吧我真的记不住，而且放在明显位置再上闹钟就会经常被他看到，他每次看我吃紧急就很不开心唉声叹气的，不想每天都因为这件事闹不愉快，很影响心情。我就想到了吃一次管一个月的长效避孕药。查了一下包括六老师在内的一些医生都说长效避孕药副作用很大已经基本淘汰了，但我附近的药店能买到，我就还是吃了，计划之外的怀孕造成的被迫生育或者被迫人流要可怕太多了，我绝对无法接受，所以相比之下我不在乎长效药那点副作用或者对生育能力的损伤。而且长效药确实便捷性和私密性比短效药强多了。所以希望相关领域也能再研究改进一下长效药，毕竟都是一个月一次，吃药还不用跑医院不用扎针，方便多了。如果六老师能够看到评论也希望能解答一下现在长效药是不是还有很大副作用，因为我服用期间除了有不规律出血没有其他不舒服。虽然我现在也用不到了（正在离婚冷静期中），希望能对其他类似困境的姐妹有点帮助吧。,485
作为男性说一句，必须离婚,12
作为男生想对女生说千万不要找超过自己年龄5岁的男的，在他眼里你只是猎物，已婚的会权衡利弊绝对不可能为了一个黄毛丫头离婚的,60
作为男生告诉你们，是怀孕还是打胎要看男方条件，如果男方条件一般，肯定优先打胎。如果男方条件相对比较好，可以考虑生下来，参考张碧晨携娃上位。 对于有钱男性来说，如果不想被动，一定要做好避孕，因为女性有完全生育权的，不然等着出抚养费吧。,116
作为男生，想劝各位妹子，不要激动，男性的生理结构天生决定了我们无法体会你们的痛。我自己腰突后，才真的理解我妈腰突坐站都不适的那种感觉。如果有条件，就像up主他们一样带你们丈夫去体验生娃的模拟痛苦。因为不曾发生在我们身上，所以我们真的会有做的不好的地方，你们可以先告诉我们一次，后面你们的老公要是是好的，会学会的。还有就是，不要因此就对男性和婚姻和生育充满恐惧，张大双眼认真挑选，有合适的并且自己想清楚了就去争取，当然也不是非要结婚生小孩不可，只是说你们不要在没想清楚前就因为担心和恐惧直接杜绝一切看可能了,252
作为男的。 我奉劝各位女性朋友好好爱惜自己，如果没有生育的打算，那么避孕措施是必须。如果男友坚持不做避孕措施，那么建议你分手比较好。因为你对他而言就是一个泄欲工具。 恋爱和婚姻有不同的地方，但也有相同的地方。不同的地方在于后者需要承担更大的责任。相同的地方也是双方都要给予对方尊重。,141
作为妇产科规培医生给大家科普一下吧，大家也不用太害怕哈哈哈。孕14周以前算早期妊娠，一般这个时期的自然流产大部分都是胚胎染色体异常导致的，算是优胜劣汰的过程，后续还有生育计划的会建议把流产物送去做染色体相关的检查。up主这个孕周胎盘已经开始形成了，而且是稽留流产，比活胎去药流的粘连概率更大，所以胎儿样组织排出后还得等胎盘掉出来，不像7周之内的药流看到绒毛组织掉出来就行。,186
作为80后，因为我并不认为未来几十年普通人会越过越轻松，甚至更悲观，所以作为三娃爹的我，如果未来我的孩子选择不婚或不育，甚至直接出家去追求精神追求，我起码能不反对。,82
昨天和好友聊天，我们聊了很多，就聊到生孩子的问题了，我身边很多人都是因为孩子而结的婚，再者，我身边奉子成婚的也很多，婚内出轨的也有几个，我都看在眼里，没下班的时候我同事昨晚和我聊天，她想离婚，她丈夫用孩子道德绑架她，不肯离婚，说离婚了孩子怎么办，她说，我又没死，孩子照样能照顾，直到现在分居了，她丈夫一直在求和，她只能这样耗着。我们闽南这里有些人真的很看重子嗣，只要有孩子，结婚也好，不结婚也罢，孩子生下来就对了。,207
尊重祝福。国家不是提议三胎吗，我的名额也捐给你们，尽一点微薄之力，加油,35
尊重他人命运 放下助人情节 不离婚给隔这儿拍视频,24
尊重、理解、支持这些词汇，只有网络上存在！我今年29，亲朋好友同学都结婚了、离婚了、二胎了、二婚了，唯独我一直单身，哈哈……很多问题我不问，但是我也有答案，不外乎都是女人到了这个年龄就该结婚生子了，迟早要结婚的还不如早点，身体恢复快，趁年轻找个条件好的结婚，有的是他条件还可以，越挑剔年龄大了越难找好的……我从心底觉得我可能一辈子一个人了，挺悲伤的😂想法就像藏猫猫，想法隔段时间不一样。最初想找个心爱的步入婚姻，后面看多了律师咨询、网友投稿、群友吐槽，发现男人都很鸡贼，诡计多端，后面很想找几个志同道合的姐妹一起单身到老进养老院，发现也不可行……悲伤，太悲伤了。反正我现在已经不敢回村了，亲戚都已经忘干净了，都不知道喊啥了，我大龄未婚已经村里➕隔壁几个村都出名了，就差镇上也快了，门槛都踏破，还有人说我这么漂亮又不恋爱又不结婚，啥有啥毛病。艹,371
最主要原因是为国家长远利益考虑：一个国家年轻人越多就越有未来！而美国白人女性本来就生育率低，再允许本来属于女性基本人权的堕胎合法，那未来白人新生婴儿的比例会越来越低，即便美国可以通过移民来实现美国人口年轻化（同时美国变得越来越有色人种化，即美国越来越像是拉美国家，这是以特朗普为代表的白人群体所不愿看到的）所以为了所谓的国家未来的竞争力，践踏基本人权价值观也是可以的，这就是美国！,190
最主要原因还是吧，生孩子是为啥？养老？（搞笑的，见过家里老人去世几个儿子分钱开心得想放鞭炮，一点没有父母去世的难过，如果能跟儿子住，也不至于去养老院） 其二：还是经济问题，我个人家庭条件较好点，但是也不想生。自己国企上班，老婆当老师。父母有俩家小公司…,126
最主要的是公务员人数太多太臃肿，2019年已超过了3800多万(包括事业编的公务员3100万)，不包括已退休的900万，相当于30多个农民工养一个吃皇粮的(37:1)，2019年的美国是190:1；2019年的日本是150:1；中国古代汉朝是8000:1；唐朝是4000:1；明朝2300:1(注意:可不是800:1与400:1与230:1)。所以现在还能精简多少人，大家心里都有数了，精简问题解决了，什么样的养老金问题都解决了。再减少贪污腐败行为，对金融行业的高薪及高退休金进行重新衡量并降薪，既能解决养老金问题，更不需用推迟退休年龄的方法损害最大多数工薪族的合理利益，而且还能够解决地方的债务问题！还有，只要把35岁(40岁或45岁)的就业年龄歧视彻底取消，中国就永不缺劳动力，就怕后面还有越来越高的自动(智能)化技术与人争抢工作岗位！因为谁也无法保证这不会导致越来越多的人失业！,392
最主要的是，不能让别人干涉女性的生育，不能让女性失去选择的权力。可以不做，但不能没有选择的权力，有选择才是自由。总是有一些人高高在上的说教，忽略那些被淹没的悲剧，但是如果反对堕胎的人她自己遭受意外不幸怀孕，而不是和对象在幸福中孕育的孩子，她也会想堕胎，这跟每个人都息息相关,136
最新一期没了，结合失业率和人口率的统计新闻，太怪了,25
最让人很难理解的是，所有人都在庆贺“获得一个新生命”和“高度赞扬母亲的牺牲和伟大”，这导致很多像我妈妈这样的人劝我结婚生育的时候，给我描述生孩子这么大的事情就像是吃一顿饭那么简单，还反觉得我“大惊小怪”。以前的女性都已经这么默认“生育是一件理所应当不应该拒绝甚至害怕的事情吗？”,139
最美的礼物先问问父母原本是不是想养第二胎啊。疫情失控带来的种种障碍酿成的结果被这样美化了，鼓励生育也不带这样的,55
最近三四年不想生的太多了，导致生育率猛降，祝想生的都能如愿怀上健康宝宝，不想生的也要注意了，现在抓生育率，管你单身还是考研什么的，可不是想流就能流的,74
最近刚刚从这样的焦虑中稍微透口气，但是生过宝宝以后，对这件事的焦虑就一直没有消失过，之前和伴侣长谈过有了很大的缓解，但是每次月经前后每次同房过后都还是会焦虑，补充一个六老师视频之外的一个压力来源——家人，虽然家人没有当面给过我们关于生二胎甚至多胎的压力，可是交流中不时透出来的对于多一个甚至多个孩子的希望，还是会让我担心意外出现的时候会因此影响和家人的关系,178
最后是要离婚吗？我只能说求之不得。,17
最后米兰昆德拉的话，从侧面说明一些人不想生的原因：害怕自己看到的一切被重复。,38
最后结尾这个引用我深有体会，当我是一个学生，没有固定收入青春期经常跟爸妈吵架的时候我是坚定的不婚主义者，但是我现在有了稳定的工作，房车对我来说也不难的时候，我开始期待一个小生命、期待我的血脉得以延续……即便我很怕疼，也还没有男朋友,115
最后的bgm是日剧《最完美的离婚》里的插曲，哈哈，不知是否也有这层期望在里面,38
最好是流产之后不能生育了,12
最好的负责，是洁身自好！守住贞洁！那些传播“现在还有多少处啊，这不正常吗？”这种话语的不是坏就是蠢！非处传播是因为她想让别人和她一样烂，这样她的竞争压力就小，男的这么说是因为他本身就不是个好鸟，想着更容易泡到妞！ 女孩们，记住，你最大的宝藏是你的贞洁！莫要听那些阴险狡诈之人的污言秽语！,143
最好不要吧，高龄产妇,10
最根本的问题，一是文化水平高了，五六十年代生育高峰期的时候文化程度是什么？娱乐节目少，没电视没手机，没事就生孩子呗！文化水平高了，就变了。二是养育成本高。原来生了一群孩子放养，现在得精准培育。三是生存成本高。原来一个人工作全家就够了，现在两个大人工作未必就宽裕。原来一只老母鸡能供养一个大学生，现在不够一顿请客的饭钱。四是城市化进程过快。原来的生育大军在农村及县城，现在农村实际居住人口平均年龄得70岁吧，都去城里买房子了。地谁种？！,217
最搞笑的是，我们这静默1个月后，我去区大厅领号办业务，看见排队最多的是离婚申请，结婚窗口只有1人拿号排队。呆在家里1个月，互相嫌弃，哈哈,68
祖辈生了7，8个的比比皆是，父母辈也有多子女的，排除独生子女政策，我是70后也没听说谁怀孕艰难，现在的年轻人好多都有生育问题，身体素质差还是什么原因导致如此困难？,81
总之就是一句话，没做好生育准备就不要怀孕，不想生的麻烦做好措施，别到时候伤身伤心了就开始抱怨，成年人了自己的事情自己负责。,61
总之，如果不想生宝宝的话，就做好科学避孕，对女性的身体好，对宝宝也好，对不想当爸爸的男同胞也好。一定一定一定要做好科学避孕呀！ 我想，任何期待新生命的父母，不出意外都不会在20周的时候才去流产，那为了孕期健康，也要在生育之前做好准备，在可以迎接宝宝之前还是要做好科学备孕呀 祝福每个想成为父母的人都顺顺利利，每个想享受个体人生的人也都平平安安,171
总有劝我结婚生育的我说“我不喜欢撒塞”,19
总结：想离婚但舍不得钱,11
宗教是我一直无法理解的概念 我在这里讲，我现在处境不好，没办法良好的养育孩子，所以暂时不想要。或者因为某些意外，而现在的我没有能力养育这个孩子。 而宗教却告诉你，孩子也是生命，即便是胚胎也是有意志的。他们却不告诉你，被强暴时施暴者为什么会犯下罪孽？孕期母体要遭受什么样的罪，因为孕期耽误的工作怎么养活自己，婴儿的抚养费，教育，生活质量，他们都不会管。他们只考虑他们自己相信的，不会为别人考虑，就是所谓的“自由”“人权”,209
宗教，保守，种族歧视，狭隘的利益，人真的可以很坏。,25
自然界所有物种，只有人类生育有难产而且生产艰难，只能说明人类基因退化的可怕，不符合自然规律。,46
自己的生活质量和养育孩子两者之间做选择每天两点一线的生活，已注定没有选择,36
自从有，因为想当精致的猪猪公主，跟丈夫离婚，抛弃儿子，跟网恋网友出走。这种离谱的人都有，还有什么没有的,51
自从我学医以后，就不想要孩子了，我周围的同学也这样想的，她们要不就丁克，要不就不婚,41
自从我结婚以后，我就发现周围好多这样的，我说两个吧 第一次接触是我老公他老家那边的某个亲戚，山东某个地方，远方表叔吧，之前表叔自己谈了一个对象，结婚后没能生孩子，具体的我也不好意思问，然后婆婆就各种各样的插手吧，最后离婚了，找了第二个老婆，没领证，先生孩子，生了儿子，儿子两岁多才领的证，我第一次见面的时候，感觉那个表婶估计跟我差不多大，反正我对那一家子感官不是很好，不过表面功夫还是要做的 再之后听的基本上大同小异，第二件给我印象深刻的是这种事情居然发生在医院里 一朋友在医院里当护士，听她说的，一护士跟医生结婚了，结婚几年一胎是女儿生下来了，二胎三胎检测还是女儿打掉，第四胎的时候还是女儿，女方受不住了，这事儿估计闹的他们医院里都知道了，最后的结婚就是离婚。 所以说不要在垃圾堆里找对象，要么别找，要找的话，也要保证自己不被pua，或者脱身 我只能说，自从国家开始普及教育之后，越来越多的女生明白一些道理，一些原因，至少生不出儿子，不都是女方的原因 感谢国家,431
子宫是女生独有的权利，这个器官长在女生的肚子里，女生就应该拥有决定自己生与不生的权利。离婚冷静期是有多种解释的，有的人是冲动结婚、冲动离婚，但是离了之后又反悔，这个有的时候能避免一些问题，如果只是民事诉讼，这个没有问题，但一旦涉及刑事诉讼离婚，法院是会直接判的。,131
资源向一点集中这件事株洲人表示有发言权。早年间从北京地区到广东地区的高铁建设基本确定是要从株洲过的，但因为上级表示要发展省会城市，就硬把线路拉到长沙去了；近几年也是，原本一直在株洲建厂的中车集团突然打算把一整条产业链转移去长沙，具体原因我不清楚，但实际情况就是株洲的就业岗位又下降了几千个；说这些话没有别的意思，就是想抱怨一下，现在的产业分配真的越来越向中心城市走了，小地方没有资源就没有价值，但了不起的人们却一开始就把这些资源挪走了，现在发展不起来还要被人说是不努力，真是醉了。,240
资本家面对300%利润就能藐视所有法律，但是彩礼连成本都不需要的超高回报率。而且还能离婚简直是无本买卖,51
资本家把人当猪。但人有智慧，自己知道这样，还会生育下一代继续为你们资本家服务?,39
资本才是最大的推手，教育焦虑必须叠加上金钱至上和享乐主义才能产生出低生育率。要是人们不想着自己享受，都愿意吃苦养孩子，生育率就不会低，以前的农村就属于这种。另外不能忽视千禧年以来金钱至上的理念占据上风，想要平平淡淡过完一生的的人几乎没有了，大家生出来的孩子一定要能赚钱，不赚钱就是失败的，痛苦的，形成了一整套闭环逻辑。,159
转移舆论注意力永远是美国政客的手段，主要的问题是民生，把国家的经济搞一塌糊涂以后，就通过分裂各种社会问题来淡化政府造成的主要问题，只要不是和政府原则性直接的对立冲突，就不影响他们利益集团的运行。难道他们不知道种族歧视会造成社会动乱吗？当然知道，可问题突出的是在普通人身上，死的是普通人，不影响他们的利益；难道持枪吸毒会造成的后果他们不知道吗？反正会死的是普通人，有钱人会有更好的治安环境保护自己的安全；只有让国内矛盾增加，扩大普通民众的不理性，把他们本来就存在的制度问题隐藏在这些问题后面，那些问题都不可能让一个国家崩溃，真正让他们国家会崩溃的是人都变得理智，有计划有组织的针对推翻政府的行为，那些游行暴乱正是他们政府官员想要的。,315
转 《这是个误会》 《不是你想的那样》《我只是单纯的喜欢那个氛围》《朋友非叫我去》 《都是闺蜜》《很单纯的喝酒》 《你要这样想我也没办法》 《我闺蜜带的我不认识》 《我回家跟你说》 《我都没跟他说话》 《真的就只是气氛到了》《他只是蹭了蹭》《戴了》 《一毫米也是保持距离》《中途他趁我不注意摘掉了》 《事后我吃过药了》 《我只是犯了正常女孩子都会犯的错而已》《放心，孩子绝对是你的》《或许是医院抱错了》 《孩子长的有点像就可以了》《血缘关系真的那么重要吗》《做人不要斤厅计较》《我生孩子受了多少罪，你就只在乎是不是你的》《都已经生下来了，也是一条鲜活生命》 《当时我拼了命的反抗》《其实我也是受书者，你就不能体谅体谅我吗》《你根本不爱我，渣男》《抛开事实不谈，就算我有错，你就没有一点点错吗》《我还是爱你的》《你其实也是爱我的，对吧》《做人还是糊涂一点好》《我以后不会这样了》 《我们和好吧》《反正孩子叫的你爸爸》 《我们一家人好好的》 《他来找我了》 《他毕竟是孩子的亲生父亲》《你难道狠心拆散别人父子两》 《这么多年了我其实还是忘不了他》《我们离婚吧》 《就算你不放手我也要跟他在一起》《今晚他要过来，你去客厅睡吧》《他都戴了你还要怎样》《我又怀孕了》《那天人太多，我也不确定是谁的》《我现在实在没办法才来找你》《我现在才知道你的好》《其实你还是爱我的，对吗》《终究是一个人承担了所有》 《男人，就没一个好东西》,608
抓紧吃吧 以后响应号召生三胎 想吃都没机会了,22
祝可妈顺顺利利生下二胎，可妈永远最美！,19
祝可妈可吗二胎生产顺利。帮自己未来的女朋友看下视频,25
注意 注意 注意了，婚姻彩礼诈骗，已经产业化，规模化!。 新的民法典规定，一旦离婚男方将无法讨回彩礼，结婚 千万 千万 千万，不要再给彩礼了，就算给也不能多给，而且一定要分期付款，不然将血本无归！。,99
主要以务农为生的时候，孕妇的工作由家人代劳，出生的孩子也会成为家庭的劳动力达成循环。孕妇出生的孩子长大后创造的价值不会直接惠及同事，孕妇的工作压力却由同事代劳，生育率下降是必然的趋势。,92
主要是现在抓生育率 要不是抓生育率看到都不鸟你,23
主要是现在年轻人上班都要累死了，哪有心情养孩子啊，到手的工资可能还不够消费，现在婴幼儿的东西都很贵的，而且养的都很精细的，得专门找个好人看着，从奶粉尿布辅食到各个月龄怎么教养育儿知识都得学，时间精力金钱缺一样日子都难过，要真想提高生育率得缩短上班时间让年轻人有时间社交，先提高结婚率才有人生孩子，还想办法降低养育成本，保障生育女性的权益，毕竟生孩子女生承担的风险更多，如果让一个女人生完孩子没有工作没有经济来源，那谁还敢生啊,212
主要是生育率下降，以后不结婚带来的后果，不生娃带来的后果，自慰的坏处，手淫的坏处等等相关的报道会越来越多,52
主要是女方没有选择离婚，换一个男性，才会导致她流了九次 男方精子质量太差了，而女方还没有离，没有想着换男方，反而想把劣质精子基因留下来，导致她遭了这么多罪，孕育孩子的良好环境（身体）都搞坏了 真正的，质量好的精子，女方无论是打喷嚏，撑懒腰，摔跤，爬楼梯，小感冒，他们都不会被流掉 而因为这些事流掉的真正原因，只是因为男方的精子质量实在太差了， 女方能怀上，恰恰是拿她健康的卵子赌来的， 但怀上不一定能保得住，毕竟，病怏怏的质量差精子，它能成为受精卵已经是女方好卵子的证明了,236
主要是结扎的风险很大，结扎的还幻想以后可以连起来正常生育就真的天真了。目前储存精子冻起来，再结扎之后要孩子做试管是一种办法。但是问题在于钱，试管不便宜的。所以还是老老实实戴好tt别整那些伤害双方身体的事情，戴tt还能有效防止一些疾病通过hhh传播,123
主要是教育，内卷太严重，太累了,15
主要还是房价太高，让很多人背上更多负债，也让更多年轻人无法承担买房结婚的压力，都不结婚何来生育？,48
主要除啦评论区说的些还有就是美国早熟，这要一直堕下去，生育率直接掉底，估计有五分之一吧可能女性不孕不育,51
诸位，其实堕胎比电影夹出来更残忍，真实情况是，医生用专门仪器把未成熟胎儿分裂【没意识，有个大概形状】然后小心夹出来，医生会把夹出来碎片对照拼起来，看起来完整了才算完成。后续清理就不提了。这种手术不仅算比较残忍而且对怀孕的女孩伤害也较大，经期紊乱，啥的都是小事，严重可能甚至很难生育之类的。所以，没想要孩子的就安全措施带好，别想着只爽了自己苦了另一半，吃药对身体也不好。年轻的也不要那么急，该到的时段自然就会来。以上希望能提醒到那些不知道危害的男性和女性(´･_･`)【只是个建议】,240
重点来了，二胎才知道！也就是一胎前带套或者没老板，以后就是不断做唉不戴还内射，66,41
终于看到一个解释xyy综合征的了，网上太魔幻了（首先我不赞成生下来，毕竟能规避就规避，但是现在社会xyy个体很多，网上捕风捉影以貌取人，他们被妖魔化受到歧视，） 你说他们不相信科学吧，他们信早期研究结果，说他们相信科学吧，最新研究的结果全盘否定。这不就是固步自封，只想自己想看到的结果。 看到up解释临床表现时，一群人在说研究了个寂寞正常基因不也这样，对啊。。就是差别不大啊，然后在后面就说up是为xyy个体洗我真的笑了，人家在陈述研究结果，你在拿抖音小说知识跟人家杠。。 还有说up说的都是废话啊好烂的。。评论区不是还有好多不懂的,266
中学时胖 大腿留下了白纹 现在90多斤10来年了白纹还清晰可见 所以不想生孩子,39
中年教师的老婆才又可怜又可笑 被丈夫绿了为了孩子还要忍气吞声是可怜 为了泄愤不能骂丈夫只能骂女孩，还和这样的男人生二胎是可笑,62
中国在这方面还是领先的，无论是离婚还是堕胎，还是同性恋。,28
中国是全世界少数几个不让播***广告的国家之一、可笑的是这个国家竟然实行了三十年的计划生育,45
中国女性拥有完整的生育权，妊娠这件事是女性自己的权责一体，正确保护自己是女性作为自己的唯一责任人的义务,51
中国女性拥有绝对的（受法律保护）的自主生育权。,23
中国女性没有不生育权，不是一大堆人对着女性天天道德绑架，女性不生，人类灭绝吗？,39
中国男人真应该改变一下思维了，何必内卷呢？去一带一路上找呗，中东还有俄罗斯美女好看又贤惠，不香吗,48
中国法律解释了，女性有婚姻自由生育自由的权利。,23
中国的养老压力导致没法提高生育补贴,17
中国大陆可是只有女性有生育选择权的啊。不过，我还是希望加强国民性教育从老人到小孩，大家都要学，无知的太多了,53
中国传统婚姻只和生育挂钩，爱情可有可无，同性之间只是娱乐，所以既不反同，也没有同婚。 爱情成为结婚前提的观念确实是近代从西方传来的，重视生育的西方人就会仇同，反之则会鼓励同婚。,88
中国不限制堕胎，会不会是因为因为之前人口控制的原因？现在结婚率、生育率等等下降，加上三胎政策。会不会未来中国也将禁止堕胎？,61
中产及以上女性可以拿着护照就去别的国家做手术，而US底层家庭或妇女，尤其少数族裔，只能多生孩子恶性循环，这个法案的通过也会刺激美国将制造业回流本土，起码在生效15年内达成，提供更多的就业配以提前准备好的廉价劳动力，拜托全球供应链？,115
