Topic,Count,Name,Representation,Representative_Docs,Data_Source
9,55,9_可笑的是这个国家竟然实行了三十年的计划生育_广告的国家之一_广告的国家之一 可笑的是这个国家竟然实行了三十年的计划生育_为了响应三胎,"['可笑的是这个国家竟然实行了三十年的计划生育', '广告的国家之一', '广告的国家之一 可笑的是这个国家竟然实行了三十年的计划生育', '为了响应三胎', '中国是全世界少数几个不让播 广告的国家之一', '中国是全世界少数几个不让播', '中国是全世界少数几个不让播 广告的国家之一 可笑的是这个国家竟然实行了三十年的计划生育', '不大团圆怎么宣传三胎啊', '不是说三胎么 搞什么避孕药 不大团圆怎么宣传三胎啊', '不大团圆怎么宣传三胎啊 g姐']","['为了响应三胎', '中国是全世界少数几个不让播***广告的国家之一、可笑的是这个国家竟然实行了三十年的计划生育', '中国是全世界少数几个不让播***广告的国家之一、可笑的是这个国家竟然实行了三十年的计划生育']",comments
10,52,10_尊重生命_保护好自己_父亲_总之,"['尊重生命', '保护好自己', '父亲', '总之', '不是不看科普 不去了解这些糟糕的情况就不会发生 虽然是小概率事件', '不然为什么不同的哪个阶段 有经济学家 社会学家等等专业人士来对现在的大环境进行分析呢', '不然为什么不同的哪个阶段', '不然为什么不同的哪个阶段 有经济学家', '不是不看科普', '不是不看科普 不去了解这些糟糕的情况就不会发生']","['不是不看科普、不去了解这些糟糕的情况就不会发生，虽然是小概率事件，但孕产妇基数这么大你也不确定自己会不会是那个倒霉的分子。捂嘴男什么时候才能明白，多点知识储备是为了降低生育风险，当然也不排除他们认为这是女性个人的风险与男性和他们的家庭无关', '支持嘻嘻和Eric。也谢谢嘻嘻的视频，很客观的聊了这些，其实未婚女性并不会因为所谓的疼、受的孕吐的辛苦等等而望而却步，毕竟女性天然的可以孕育生命，这是自然规律嘛，所以女性想了解过来人当初的体验，只是好奇或者想未雨绸缪。可让女性望而却步的反而是这些付出得不到认同或支持或包容而造成的身、心伤害。因为社会上屡见不鲜、电视剧里演绎传达出的不幸造成的安全感缺失，也是不小的隐患。至于有钱没钱生育成本乱七八糟只是很小的一方面，类似于征婚列了很多想象出来的条件，但是最后一条却写着如何合眼缘，以上忽略不计。 婚后何时何地感受到的彼此尊重、彼此理解、彼此包容、彼此支持这些心理层面的东西，才是女性获得幸福感的途径。也正是因为对幸福感的不确定，才导致人们通过物质的加码希望在最初的时候把关、考验。很遗憾，这种把关慢慢成为了心理安慰，即：如果婚姻往后一地鸡毛，我倒可以因为图点什么而想的开，凑合过吧。毕竟有那句话：怀孕、生产才是婚姻的刚开始。这才是真正的考验。 我还觉得那些所谓杠精说着老一辈生孩子都好几个好几个的生，白天下地干活，晚上生产连哼都不哼一声。你说的对！但也不全对。不然为什么不同的哪个阶段，有经济学家、社会学家等等专业人士来对现在的大环境进行分析呢？还是要考虑大环境及女性社会责任的变化来进而做出目前两性家庭责任的承担的调整。不否认中国虽然有悠久繁华的历史，但是具体情形不可同日而语。传统文化的有益精神需要接受并传承，但不代表也要用那些什么裹脚、女性就得全职当老妈子、女性就得喂奶的糟粕来绑架女性吧？毕竟当年的女性就是男耕女织，就是主内，这是主流。可现在呢？当女性主内不是主流时，自己去当全职太太，就会受到乃至老公的不认同或不尊重。而自己也去工作挣钱呢？精力问题达不到过去主内的成绩呢？却要被人把现在的自己和过去的女性来比较！所以很多事情尽量看的全面，不要 盲人摸象信口开河，网友也是，也建议多些包容和理解，或者多些祝福，不要事事以自我为中心，上来就带着嗔恨发泄不负责任的话为好。', '这个话题真的很……不知道怎么说，作为女性五味杂成吧。首先，真的真的很强调女孩子们加强爱护自己的身体的意识，在自己没有做好当妈妈的准备前，尽可能的避免意外怀孕的可能性，保护好自己，不要被“哄骗pua”生孩子或者有“用孩子捆绑男人”的想法或者其他外因去怀孕，首要爱自己。其次，假使遇到了这样的意外，也要先尊重自己的意愿和生育权，“尊重生命”的正确意义是，生他，我要为他负责，没有做好准备而不生他，也是为他负责！有时候觉得，子宫就像是女人的原罪，你不发挥它的作用，有人批判你，你发挥了它的作用，但不如他人意，还是会有人批判你。很反感忌讳的一个迷信说法是，女性堕胎是会被婴灵怨恨报复的，在身体受创的同时，还要精神层面饱受折磨，而这样的“惩罚”对于“父亲”来说是毫无影响的，哪怕是强J致孕的“父亲”。好好爱自己，保护好自己，尊重自己，尊重生命。']",comments
11,49,11_比如设立一个与生育保险同类的妊娠假保险_这个关系到千家万户和下一代培养的问题 该是国家应予全面介入的事情 比如设立一个与生育保险同类的妊娠假保险_这个关系到千家万户和下一代培养的问题_这个关系到千家万户和下一代培养的问题 该是国家应予全面介入的事情,"['比如设立一个与生育保险同类的妊娠假保险', '这个关系到千家万户和下一代培养的问题 该是国家应予全面介入的事情 比如设立一个与生育保险同类的妊娠假保险', '这个关系到千家万户和下一代培养的问题', '这个关系到千家万户和下一代培养的问题 该是国家应予全面介入的事情', '该是国家应予全面介入的事情 比如设立一个与生育保险同类的妊娠假保险', '该是国家应予全面介入的事情 比如设立一个与生育保险同类的妊娠假保险 或出台对孕期女职工所在单位给予补贴或假期备选的政策', '该是国家应予全面介入的事情', '等等 总之不应由独立核算的企业来负担', '或出台对孕期女职工所在单位给予补贴或假期备选的政策 等等', '或出台对孕期女职工所在单位给予补贴或假期备选的政策']","['这个关系到千家万户和下一代培养的问题，该是国家应予全面介入的事情，比如设立一个与生育保险同类的妊娠假保险，或出台对孕期女职工所在单位给予补贴或假期备选的政策，等等，总之不应由独立核算的企业来负担。', '这个关系到千家万户和下一代培养的问题，该是国家应予全面介入的事情，比如设立一个与生育保险同类的妊娠假保险，或出台对孕期女职工所在单位给予补贴或假期备选的政策，等等，总之不应由独立核算的企业来负担。', '这个关系到千家万户和下一代培养的问题，该是国家应予全面介入的事情，比如设立一个与生育保险同类的妊娠假保险，或出台对孕期女职工所在单位给予补贴或假期备选的政策，等等，总之不应由独立核算的企业来负担。']",comments
12,48,12_意外_一些女孩因为_一些女孩因为 意外_所有女生,"['意外', '一些女孩因为', '一些女孩因为 意外', '所有女生', '自爱', '说实话', '不然事情发生了再说 就会更复杂 因为我是站在女生的角度思考的', '不然事情发生了再说', '不是简单通过理性和思维就能解释的 基因问题在人类的生活过程中确实有巨大的影响 我是选择丁克和单身的', '不是简单通过理性和思维就能解释的 基因问题在人类的生活过程中确实有巨大的影响']","['所有女生 给我听好了 一个都不要落下！认真往脑子里进！我可能是原生家庭影响 我高一的年纪我就知道 所有女生 都是独一无二的 都是能等到你这个公主值得托付的王子的！！自爱！自爱！我从小自卑 但我渐渐明白了 我们是自己的公主 自己的女王 我们要爱自己 只有我们最爱自己！都明白吗？我们不爱自己 那谁爱我们呢？不要失去爱与被爱的能力和资格 自爱自怜！求求各位', '有没有可能现在社会中大部分男性人渣就是这种顺产下来的超雄，毕竟，家暴男控制不住自己多少我觉得就是精神和基因问题，不单独是家庭原因。比如我爹，我父辈世代家暴，我虽然是女性，但是我的暴力倾向也很严重，在我的严格控制下学会把它合理转化成愤怒，用正义感和正确的三观束缚自己，但是明显能感受到自己的冲动型性格是基因上的（就比如你明明也很害怕，道理也都懂，被打也会疼而且很怕疼，却遇到特定环境会选择爆发和同归于尽）不是简单通过理性和思维就能解释的，基因问题在人类的生活过程中确实有巨大的影响，我是选择丁克和单身的，因为我不想这种东西传递下去，毕竟克制本身也很痛苦。所以我哪怕不是超雄，却能理解和感受这种基因可能带来的麻烦和痛苦，如果没有成长为一个善良的人，那么痛的就是无辜的旁人了。作为一个真的基因上感受到负面压力的人，现身说一说自己的体验，希望能给一些犹豫不决的未来妈妈爸爸们提供一些参考', '恕我直言这个恶整有点过分.. 爸爸妈妈都是非常爱护自己的女儿的.. 在中国的一些地方仍然很保守，对于“意外”的事情会歧视 即使是假的，即使爸爸妈妈对于这个事情非常的宽容，他们也会难过，害怕自己的女儿健康和心理上受到伤害 一些女孩因为“意外”要去伤害自己的健康，受到他人的歧视 一些女孩因为“意外”不得不在未准备好或不愿意的情况下走进婚姻 这些女孩并不幸运..这种事情真的不适合用来恶整 应该思考这种行为是否会勾起别人不愉快的回忆 关注山山松松很久了，当然也超喜欢羊羊 在这里提一点不成熟的小建议 有意见的欢迎来对线']",comments
13,46,13_根据某乎要求_风险提示被删除 期只有一年 超过这一年_她婚后可以拒绝你的任何要求 最近微博热搜榜第一还有一条_她婚后可以拒绝你的任何要求,"['根据某乎要求', '风险提示被删除 期只有一年 超过这一年', '她婚后可以拒绝你的任何要求 最近微博热搜榜第一还有一条', '她婚后可以拒绝你的任何要求', '女性结婚一年左右提出离婚 根据法律规定 几乎不需要退还任何婚姻馈赠', '她婚后可以拒绝你的任何要求 最近微博热搜榜第一还有一条 严格限制老婆乱花钱也属于家暴', '女性结婚一年左右提出离婚 根据法律规定', '女性结婚一年左右提出离婚', '在法律上是没有任何权利的 你为婚姻支付的所有前期费用', '在法律上是没有任何权利的 你为婚姻支付的所有前期费用 离婚时法律不支持你找回']","['我查了很多相关的案例，总结出一个比较普遍的结论： 女性结婚一年左右提出离婚，根据法律规定，几乎不需要退还任何婚姻馈赠（包括车房、彩礼、五金、酒席等） 也就是说，娶一个老婆，她的【风险提示被删除】期只有一年。 超过这一年，你作为丈夫，在法律上是没有任何权利的。 1，你为婚姻支付的所有前期费用，离婚时法律不支持你找回。 2，你老婆可以随意和别人发生关系，只要不是同居，离婚时分割财产，法律不会向你倾斜。 3，你老婆可以完全拒绝跟你发生性关系，如果你强上，反而会触犯法律。 4，你老婆可以不生孩子，或者意外怀孕后自行人流，不需要问你意见。 5，不做家务，不工作，不带孩子，不侍候公婆，不煮饭……这些法律上统统没有强制规定，是你老婆的合法权利，她婚后可以拒绝你的任何要求。 6，最近微博热搜榜第一还有一条：严格限制老婆乱花钱也属于家暴……属实把我给整笑了…… 【根据某乎要求，此处删除计算过程。】 简单来说：你从认识一个女人，到娶她为妻满一年为止，花费超过24万，你就亏。 因为一旦超过24万，你是不需要娶老婆的。 【根据某乎要求，此处删除逻辑解释一大堆】 我建议所有男人结婚前，都不要再幻想一辈子了，事实上，按法律规定，你的婚姻保修期只有一年。 男性没权利查看女性离婚几次。没权利知道女性堕胎次数。 女方在婚姻期间如果有做家务的证据的话离婚时要给一定钱财的 相当于请保姆，毕竟女生可是弱势群体。', '我查了很多相关的案例，总结出一个比较普遍的结论： 女性结婚一年左右提出离婚，根据法律规定，几乎不需要退还任何婚姻馈赠（包括车房、彩礼、五金、酒席等）也就是说，娶一个老婆，她的【风险提示被删除】期只有一年。超过这一年，你作为丈夫，在法律上是没有任何权利的。 1，你为婚姻支付的所有前期费用，离婚时法律不支持你找回。 2，你老婆可以随意和别人发生关系，只要不是同居，离婚时分割财产，法律不会向你倾斜。 3，你老婆可以完全拒绝跟你发生性关系，如果你强上，反而会触犯法律。 4，你老婆可以不生孩子，或者意外怀孕后自行人流，不需要问你意见。 5，不做家务，不工作，不带孩子，不侍候公婆，不煮饭……这些法律上统统没有强制规定，是你老婆的合法权利，她婚后可以拒绝你的任何要求。 6，最近微博热搜榜第一还有一条：严格限制老婆乱花钱也属于家暴……属实把我给整笑了……以上。 【根据某乎要求，此处删除计算过程。】简单来说：你从认识一个女人，到娶她为妻满一年为止，花费超过24万，你就亏。 因为一旦超过24万，你是不需要娶老婆的。【根据某乎要求，此处删除逻辑解释一大堆】我建议所有男人结婚前，都不要再幻想一辈子了，事实上，按法律规定，你的婚姻保修期只有一年。——多的我就不说了，我真的是被人逐句逐字举报。你们还能看到这篇千苍百孔的答，就知道我是冒着枪林弹雨才保留住的。 来源:bh 帝释天', '本片文章纯粹转载。 女性结婚一年左右提出离婚，根据法律规定，几乎不需要退还任何婚姻馈赠（包括车房、彩礼、五金、酒席等）也就是说，娶一个老婆，她的【风险提示被删除】期只有一年。超过这一年，你作为丈夫，在法律上是没有任何权利的。 1，你为婚姻支付的所有前期费用，离婚时法律不支持你找回。 2，你老婆可以随意和别人发生关系，只要不是同居，离婚时分割财产，法律不会向你倾斜。 3，你老婆可以完全拒绝跟你发生性关系，如果你强上，反而会触犯法律。 4，你老婆可以不生孩子，或者意外怀孕后自行人流，不需要问你意见。 5，不做家务，不工作，不带孩子，不侍候公婆，不煮饭……这些法律上统统没有强制规定，是你老婆的合法权利，她婚后可以拒绝你的任何要求。 6，最近微博热搜榜第一还有一条：严格限制老婆乱花钱也属于家暴……属实把我给整笑了……以上。 【根据某乎要求，此处删除计算过程。】简单来说：你从认识一个女人，到娶她为妻满一年为止，花费超过24万，你就亏。 因为一旦超过24万，你是不需要娶老婆的。【根据某乎要求，此处删除逻辑解释一大堆】我建议所有男人结婚前，都不要再幻想一辈子了，事实上，按法律规定，你的婚姻保修期只有一年。——多的我就不说了，我真的是被人逐句逐字举报。你们还能看到这篇千苍百孔的答，就知道我是冒着枪林弹雨才保留住的。']",comments
14,45,14_肿胀_不是 为什么那么多叫嚣要男的结扎的女的啊 女的不应该上环是共识_不是 为什么那么多叫嚣要男的结扎的女的啊_不愿意结扎的男人不要找不好吗 这年头男的也多的是不想生孩子 愿意结扎的好男人也挺多了,"['肿胀', '不是 为什么那么多叫嚣要男的结扎的女的啊 女的不应该上环是共识', '不是 为什么那么多叫嚣要男的结扎的女的啊', '不愿意结扎的男人不要找不好吗 这年头男的也多的是不想生孩子 愿意结扎的好男人也挺多了', '不愿意结扎的男人不要找不好吗', '不想生就好好戴套 问题是在中国男性如果想要结扎还比较困难 提供该手术的医院很少', '不想生就好好戴套 问题是在中国男性如果想要结扎还比较困难', '不想生就好好戴套', '不想再生育的人群 完全不是近两年网上经常呼吁的 男性结扎不像女性那样可怕', '不想再生育的人群 完全不是近两年网上经常呼吁的']","['不愿意结扎的男人不要找不好吗，这年头男的也多的是不想生孩子，愿意结扎的好男人也挺多了，姐妹们对自己好一点吧。', '男性结扎手术通常对人体没有伤害，也不会影响性生活。但是可能会存在手术风险和术后并发症等危害，而且男性若是后期想恢复生育功能，则相对困难。 1.手术风险：结扎手术属于外科操作，存在一定风险性。风险指的是疼痛、肿胀、血肿等。 2.术后并发症：结扎手术后期可能会出现阴囊根部疼痛、肿胀、附睾淤积症等并发症。 3.恢复生育功能难：结扎手术是永久避孕的一种方法，若是术后想恢复生育功能，则需要进行复通手术，会很繁琐很难恢复。 《有一说一，虽然男性结扎危害更小，基本没啥副作用，但是男性的的恢复是最困难的，时间越久恢复生育能力越困难，如果超过一两年，甚至会造成永久绝育的后果，所以不到万不得已，千万不要结扎，不然就等于永久阉割。如果你以后想要生育那是千难万难，我更希望胖医生多讲讲其中的危害而不是一笔带过，想要避孕更推荐避孕套，而不是这种直接伤害身体的行为。所以那些避孕的各位，真有结扎的想法希望多考虑，是不是以后真的做丁克一族，如果没有还是带套吧》', '虽然男性结扎比女性容易，但男性结扎是不可逆的，很可能导致阳w、慢性附睾炎等疾病，慢性附睾炎是非常难治的，有些人治了一辈子，一直睾w痛，腰酸背痛走两步路都得坐一下，还有j子的释放堆积也有可能造成难以治疗的男性疾病，可能间接导致阳痿，真实有男的结扎后阳w闹离婚的，带个套的事儿，非得整个花活儿~想要被包裹住也依然“顽强”，就要加强体育运动，强化武器坚韧度，避免过早敏感缴枪，可以手机里下个为G动的应用，跟着发力指导专门锻炼PC肌，让海绵体迅速充雪，提高起杆力度和坚韧度，做床友力爆棚的床上猛男!']",comments
15,45,15_上学的时候老师讲过一个例子 有一个外国女性三胎的_上学的时候老师讲过一个例子_上学的时候老师讲过一个例子 有一个外国女性三胎的 她阴道瓣还是完整的没有破损_她阴道瓣还是完整的没有破损 因为非常有弹性所以多次分娩从未破裂损伤,"['上学的时候老师讲过一个例子 有一个外国女性三胎的', '上学的时候老师讲过一个例子', '上学的时候老师讲过一个例子 有一个外国女性三胎的 她阴道瓣还是完整的没有破损', '她阴道瓣还是完整的没有破损 因为非常有弹性所以多次分娩从未破裂损伤', '她阴道瓣还是完整的没有破损', '因为非常有弹性所以多次分娩从未破裂损伤', '有一个外国女性三胎的', '有一个外国女性三胎的 她阴道瓣还是完整的没有破损', '有一个外国女性三胎的 她阴道瓣还是完整的没有破损 因为非常有弹性所以多次分娩从未破裂损伤', '生育过的也有尿失禁']","['没有人在乎流产和怀孕对女性那个伤害大，他们在意流产了后还能不能生孩子，很多人对女性妇科疾病根本不重视，要是没结婚有妇科疾病，会告诉你生了孩子就好了生了孩子没好。你都有孩子了，无所谓。如果人流风险很多，那以前计划生育强制堕胎算什么？ 需要孩子就怀孕好，不需要孩子就流产好。流产对以后生育的影响很大，生育对身体影响很大。女性流产，不婚，不孕，影响的都是生育，而不是身体。 很多网友对女性生不了和不愿意生意见很大，很多为你好的言论其实不是科普而是说教。为了老了不孤独生孩子，为以后了找个好工作多熬夜学习，为了老了有个好身体应该少熬夜，这种为你好完全无视了年轻人现在的境遇。 你天天喝酒以后老了会后悔的，但是不喝酒工作就没了。你不生孩子会后悔，但是生孩子工作也没了。天天说教，年轻人根本问题一个不解决。', '上学的时候老师讲过一个例子，有一个外国女性三胎的，她阴道瓣还是完整的没有破损，因为非常有弹性所以多次分娩从未破裂损伤', '上学的时候老师讲过一个例子，有一个外国女性三胎的，她阴道瓣还是完整的没有破损，因为非常有弹性所以多次分娩从未破裂损伤']",comments
16,43,16_有点_不论男女如果另一半还没有要孩子的打算这么做会吵架 也是不尊重对方 如果你要孩子另一半一直不想要你俩沟通未果不如离婚_不论男女如果另一半还没有要孩子的打算这么做会吵架_不论男女如果另一半还没有要孩子的打算这么做会吵架 也是不尊重对方,"['有点', '不论男女如果另一半还没有要孩子的打算这么做会吵架 也是不尊重对方 如果你要孩子另一半一直不想要你俩沟通未果不如离婚', '不论男女如果另一半还没有要孩子的打算这么做会吵架', '不论男女如果另一半还没有要孩子的打算这么做会吵架 也是不尊重对方', '也是不尊重对方 如果你要孩子另一半一直不想要你俩沟通未果不如离婚', '也是不尊重对方', '有点 恶心 不论男女如果另一半还没有要孩子的打算这么做会吵架', '恶心 不论男女如果另一半还没有要孩子的打算这么做会吵架', '如果你要孩子另一半一直不想要你俩沟通未果不如离婚', '恶心 不论男女如果另一半还没有要孩子的打算这么做会吵架 也是不尊重对方']","['突然想起来我那个阿姨，跟她老公分分合合。。之前大半夜从老家回来的路上，因为吵架，就把老婆跟小孩扔路边让他们自己走了半个小时（老家那种很荒凉的路），他开车先走了。。。后面为了他怀孕加流产六次。其中一次，离过年就几天了，跟她老公吵架，来我们家找我妈哭，一边哭一边骂（我们家就在他们家楼上几层），最后非要去流产。。我妈跟我爸都劝她，怎么着都是生命什么的。结果非得去，我爸妈不想送她去（信佛，有点。。）她自己开了车，喊上她闺蜜去了。我妈再打电话的时候就已经流完了后面居然让她又怀孕，成功生下一个儿子。。所以为什么有的人流产好几次照样能生下小孩或者没什么大事。我一个舅妈刚生完二胎没几天，因为产后一个症去世了。。。所以希望不把生命当回事的人早晚要有报复', '有点。。。恶心，不论男女如果另一半还没有要孩子的打算这么做会吵架，也是不尊重对方，如果你要孩子另一半一直不想要你俩沟通未果不如离婚', '有点。。。恶心，不论男女如果另一半还没有要孩子的打算这么做会吵架，也是不尊重对方，如果你要孩子另一半一直不想要你俩沟通未果不如离婚']",comments
17,41,17_不洁身自好喜欢瞎搞_离婚似乎成本更大吧_我分手之后瞬间生活质量提高一截_你结婚了发现星生活不和谐怎么办 离婚似乎成本更大吧,"['不洁身自好喜欢瞎搞', '离婚似乎成本更大吧', '我分手之后瞬间生活质量提高一截', '你结婚了发现星生活不和谐怎么办 离婚似乎成本更大吧', '你结婚了发现星生活不和谐怎么办', '为什么总觉得婚前星 不洁身自好喜欢瞎搞 你结婚了发现星生活不和谐怎么办', '为什么总觉得婚前星 不洁身自好喜欢瞎搞', '为什么总觉得婚前星', '不洁身自好喜欢瞎搞 你结婚了发现星生活不和谐怎么办 离婚似乎成本更大吧', '不洁身自好喜欢瞎搞 你结婚了发现星生活不和谐怎么办']","['我个人觉得挺扯的，和老公结婚前没有了解过这个人今后的想法是啥样的？没了解人家的家庭环境？然后结了婚没多久就离了…追求自己的想要的没错，但是麻烦能不能进入婚姻生活前先了解清楚先想清楚，婚姻不是儿戏，不是说结了发现两人三观不合想法不同然后离了，那结婚前干球去了？？？要觉得没遇见对的人哪怕晚点再结婚不好吗？结婚再离婚很好玩吗？自己离婚是开心了，考虑过别人没？人家跟你结婚再离婚很有好玩吗？追求个人自由和生活方式的时候麻烦也要考虑考虑别人，不是自己想怎么样就怎样，就算再有钱，这种做法和想法将来也不会回馈太多想要的生活和追求，人有时候的好运就这么多，活生生给败光，人算不如天算，得亏还没和前夫还没有孩子。', '为什么总觉得婚前星=不洁身自好喜欢瞎搞？🤔 你结婚了发现星生活不和谐怎么办？ 离婚似乎成本更大吧🤔', '为什么总觉得婚前星=不洁身自好喜欢瞎搞？🤔 你结婚了发现星生活不和谐怎么办？ 离婚似乎成本更大吧🤔']",comments
18,40,18_这让我想起来我朋友的女友前几年在东莞失业了回来跟他结婚这件事 虽然我极力劝阻 但是没用_这让我想起来我朋友的女友前几年在东莞失业了回来跟他结婚这件事_虽然我极力劝阻 但是没用_虽然我极力劝阻,"['这让我想起来我朋友的女友前几年在东莞失业了回来跟他结婚这件事 虽然我极力劝阻 但是没用', '这让我想起来我朋友的女友前几年在东莞失业了回来跟他结婚这件事', '虽然我极力劝阻 但是没用', '虽然我极力劝阻', '但是没用', '这让我想起来我朋友的女友前几年在东莞失业了回来跟他结婚这件事 虽然我极力劝阻', '不教我们班 但我走班上课的时候上过他的课 那个男老师三十出头吧应该', '不教我们班 但我走班上课的时候上过他的课', '不想生就不嫁的 你是真没出生在那个年代 什么都高高挂起啊', '不教我们班']","['我小学学长比我大三岁，高我一个年级，他五年前开始就被他班主任猥琐，是个女老师，那女老师比他大22岁，那时候小孩都五岁了！上6年级的是他十三岁就和那老师有了关系，我那学长家里特别穷，小学毕业家里就叫他不要读书了，那女老师出钱让他读完初中高中，07年高中毕业以后，给他买了个面包车跑车，也是那年那老师和她老公离婚，然后逼我那学长娶她，不娶就要他陪钱，到他家里闹！那女老师和我这学长他妈是初中同班同学，我这学长他爸有病基本丧失劳动力，他们家有三兄妹，他老大，还要供弟弟妹妹上学，没办法就和那女老师结婚了！这事在我们这可是出名了！', '这让我想起来我朋友的女友前几年在东莞失业了回来跟他结婚这件事，虽然我极力劝阻，但是没用……', '这让我想起来我朋友的女友前几年在东莞失业了回来跟他结婚这件事，虽然我极力劝阻，但是没用……']",comments
19,39,19_你会发现_孩子_独自抚养孩子_不是粉但最起码的理智该有的吧,"['你会发现', '孩子', '独自抚养孩子', '不是粉但最起码的理智该有的吧', '不是粉但最起码的理智该有的吧 医生', '不是粉但最起码的理智该有的吧 医生 这种事你管不了', '不是我诅咒你 而是你自己的病有一定几率遗传的', '不是我诅咒你 而是你自己的病有一定几率遗传的 夫妻两人也不年轻了', '不想生就不生 感觉现在的社会还是觉得只有结婚了才能生育 无法接受非婚生子', '不是我诅咒你']","['从别的视频看见的一段话： 有一个词语叫“母职惩罚”，也就是只要女性当了妈妈，必须要为孩子完全负责，一旦孩子有什么不好，母亲会首当其冲被问责，但是父亲不是第一位，这可能是婚姻给女性带来的最大改变。 没结婚生育，别人说“女人只有生了孩子才是完整”，生了之后，你会发现“孩子的一切必须你来完整承担”。母职身份给了已婚女性无时无刻的压力，而这本来应该是夫妻双方共同承担的。 你会发现，婚姻内，父亲角色是可以偶尔逃逸的，而母亲永远是随时待命的。男性做个六七分父亲会被很多人称赞，女性只要做妈妈不够九分十分，就会被谴责“你是怎么做妈的”。', '我忽然感觉，无论怎么去照顾，怎么去平衡，女孩子永远都是受到伤害多的一方，不结婚也是，结婚也是，离婚也是，生孩子是，不生孩子也是，养孩子是，不养孩子也是，生孩子半条或者一条命就没了，身体也在受损，生了之后还要养，养不好就是妈没教好，好像所有的都是母亲先受到问责，家庭也是母亲先首当其冲，家里不整洁，饭菜不好吃，衣服没有洗就是女性的懒惰，就连我自己也是这样想的，妈妈要做饭，真可怕，这些思想真的已经烙印了，是烙印了……', '没有人天生就是伟大的。我不相信有女生在看完这一套流程之后会强烈的“想要”孩子，说白了女人并不天生带有“母爱”的伟大属性，母亲并不天生“爱”自己的孩子。 生理层面的作用，只能将母亲和孩子“绑定”，使母亲强烈的关注着孩子，使孩子成为母亲欲望的对象，成为承载母亲欲望的圣体。同样是“发情”，不同性取向的人、不同道德水平的人也会有不同的表现，但这并不意味着发情个体大脑中的激素是完全不同的。这种绑定并不能决定母亲是否“爱”孩子。 那么母爱是什么呢？母爱并非来源于母亲，它更多来源于社群对个体的支持程度。没有个体能够独自面对这一切，群体因此而诞生。在生育的过程中，社群的规则会短暂的偏向母系，放弃因资源集中而产生的父系模式，社群活动和个体需求取代等级律令，使整个社群完成了生命的诞生和养育。 因此原子化的社会，本身就不利于繁育后代。它甚至不是所谓“父系”的社会，因为人和人的关系被彻底灭绝，即不存在等级，也不存在个体需求，只有一个一个绝望的个体，它更像是一个“婴系社会”。']",comments
