Topic,Count,Name,Representation,Representative_Docs,Data_Source
21,63,21_很多时候妇科还用来调整经期解决月经不调_我就是经常吃短效避孕药的 自己亲身测试过并没有什么问题 没必要谈药色变_我就是经常吃短效避孕药的_没必要谈药色变 对身体危害大的是紧急避孕药 我真的才发现原来中国女性对避孕知识了解的这么匮乏,"['很多时候妇科还用来调整经期解决月经不调', '我就是经常吃短效避孕药的 自己亲身测试过并没有什么问题 没必要谈药色变', '我就是经常吃短效避孕药的', '没必要谈药色变 对身体危害大的是紧急避孕药 我真的才发现原来中国女性对避孕知识了解的这么匮乏', '很多时候妇科还用来调整经期解决月经不调 我就是经常吃短效避孕药的 自己亲身测试过并没有什么问题', '很多时候妇科还用来调整经期解决月经不调 我就是经常吃短效避孕药的', '我就是经常吃短效避孕药的 自己亲身测试过并没有什么问题', '有月经不调它会调节月经', '月经正常反而会让月经紊乱 而且短效避孕药得长期吃', '月经正常反而会让月经紊乱 而且短效避孕药得长期吃 会伤胃']","['有月经不调它会调节月经，月经正常反而会让月经紊乱。而且短效避孕药得长期吃，会伤胃。另外，和紧急避孕药区分。紧急避孕药一年最多吃三粒，中间需要间隔三个月。不然影响以后生育，月经不调。', '短效避孕药不仅不会影响生育，很多时候妇科还用来调整经期解决月经不调。我就是经常吃短效避孕药的，自己亲身测试过并没有什么问题，没必要谈药色变，对身体危害大的是紧急避孕药。我真的才发现原来中国女性对避孕知识了解的这么匮乏', '短效避孕药不仅不会影响生育，很多时候妇科还用来调整经期解决月经不调。我就是经常吃短效避孕药的，自己亲身测试过并没有什么问题，没必要谈药色变，对身体危害大的是紧急避孕药。我真的才发现原来中国女性对避孕知识了解的这么匮乏']",replies
22,57,22_顺便问下 大家不都说不给男的结扎吗 您是不是找私立做的手术_顺便问下 大家不都说不给男的结扎吗_就是男的容易在40多岁反悔 那时候女的生产很危险的时候后悔 女方就及其弱势了_就是男的容易在40多岁反悔 那时候女的生产很危险的时候后悔,"['顺便问下 大家不都说不给男的结扎吗 您是不是找私立做的手术', '顺便问下 大家不都说不给男的结扎吗', '就是男的容易在40多岁反悔 那时候女的生产很危险的时候后悔 女方就及其弱势了', '就是男的容易在40多岁反悔 那时候女的生产很危险的时候后悔', '就是男的容易在40多岁反悔', '女方就及其弱势了 然后想要娃的男的就离婚再娶 这种不少', '女方就及其弱势了 然后想要娃的男的就离婚再娶', '女方就及其弱势了', '大家不都说不给男的结扎吗 您是不是找私立做的手术', '大家不都说不给男的结扎吗']","['咋说呢，结合实际，就是男的容易在40多岁反悔，那时候女的生产很危险的时候后悔。女方就及其弱势了，然后想要娃的男的就离婚再娶，这种不少。也有女的最后屈服也怀孕的，参见 全嘻嘻。 顺便问下，大家不都说不给男的结扎吗？您是不是找私立做的手术？', '咋说呢，结合实际，就是男的容易在40多岁反悔，那时候女的生产很危险的时候后悔。女方就及其弱势了，然后想要娃的男的就离婚再娶，这种不少。也有女的最后屈服也怀孕的，参见 全嘻嘻。 顺便问下，大家不都说不给男的结扎吗？您是不是找私立做的手术？', '咋说呢，结合实际，就是男的容易在40多岁反悔，那时候女的生产很危险的时候后悔。女方就及其弱势了，然后想要娃的男的就离婚再娶，这种不少。也有女的最后屈服也怀孕的，参见 全嘻嘻。 顺便问下，大家不都说不给男的结扎吗？您是不是找私立做的手术？']",replies
23,57,23_母亲伟大_恶露_腹直肌分离_羊水栓塞,"['母亲伟大', '恶露', '腹直肌分离', '羊水栓塞', '我有个表姐', '涨奶', '撕裂', '早产', '漏尿', '30']","['这层楼只说难产的，是没听过羊水栓塞吗？是几乎百分百的死亡率的情况，即使放现在医学界也救不过来，大人孩子都死，且是瞬间救都来不及的那种。且这个病没有基础病，没办法从身体的健康数据预估，就像随机一样碰上了就倒霉，没碰上就是幸运，和体质没关系，也和提前预防没关系。 除此之外，孩子头朝上，或者横位也都生不出来啊？再除此之外，孩子脐带绕颈，不管是一圈还是两圈还是更多圈，如果不剖腹，孩子头没绕出来，最终结果不是生的时候更疼孩子被勒着出不来两个人都死，就是孩子生出来这个过程中已经被勒死了！ 别说胎位不正和脐带绕颈概率低，我有个表姐，一胎胎位不正+脐带绕颈，天天在家做医生交代的姿势胎儿也没转正，没办法剖腹产，二胎还是胎位不正，没办法只能剖腹产！身边的亲戚因为胎位不正的剖腹产不是少数，这些放在古代就是两个人都死。 就这还不说胎儿过大，头难产肩难产的，都是不一样的情况，有的整体都过大，已经超过正常指数了骨盆再大也不好生吧？有的本身不胖就头大，有的头也不大就肩宽，并且，你不能保证所有女孩都盆骨大吧？总有小或者偏小的吧？你不能保证所有母体没有高血压，哮喘等等其他基础疾病吧？这些病生产的时候都是高风险，放古代一发病绝对母子俱亡。 还有，不是骨盆大就好生，因为有一类情况是骨盆能过去但是阴道过窄，照样生不出，古代侧切不能缝合，基本切了大人命全靠自己了，更别说再出现感染，那稍微一感染绝对没命。 最后，别忘了正常顺产也有产后大出血、产后血崩的风险，止不住血也死的很快。这些所有小概率的致死率加一起还不够高？这还是不算产前产后抑郁症的致死率呢！ 要是还觉得致死率低，换个方面想。如果致死率低的话，照古代的一夫多妻，没有计划生育，没有套，开元盛世时期甚至可能更早的和平年代时期，中国就能有几十亿的人口了，毕竟解放后实行计划生育，还是一夫一妻制才管控到十几亿的数字，更别说不避孕，娱乐生活只有ml的古代了。对比一下人口数量再说致死率，不说无视其他疾病，只是从出生人口基数上都能看出来。中国剖腹产技术不成熟的时候，因为顺便死的也照样不少见呐。这还不算产后的宫颈感染，子宫脱垂和宫颈癌，这些病照样存在致死！腹直肌分离，漏尿这就很常见了，这些都没办法恢复如初，只能减轻！骨盆错位就难受了！ 张口就来只想杠的，你的都对！', '妊娠高血压糖尿病、子宫脱垂、腹直肌分离、漏尿等等并发后遗症可怕吗？可怕，仅仅是无法拥有之前健康完整的肌体，都会让人无法接受。死亡仅仅是威胁的巅峰。哪怕是千分之一的死亡率，轮到个人头上就是百分之百。你觉得无关紧要只不过是因为这种灾难没有轮到你头上，你自己不用承受这一切罢了。在你的回答中，出现过无数次“母亲伟大”，但我发现你对女性连起码的尊重都没有，“母亲伟大”不过动动唇舌，一句口号，一个高帽子罢了，母亲付出和收获不成正比。生育是责任？义务？全国人大和国务院都没你这么敢说。且不说人类这个物种是最安全的物种之一，繁衍这种问题由你个人提出尤为可笑。再谈低生育率和老龄化问题，全球都没能解决的问题，你以为喊几句“多生多育母爱伟大”的口号就有用了吗？', '会脱发、缺钙、加快衰老速度、水肿、糖尿病易发，生产时疼就不说了，大出血、羊水栓塞、顺产的大部分会侧切、高度近视会视网膜脱落等等，生了以后要通奶、挤奶、涨奶、恶露、睡眠不足、断奶的时候还要再涨一次、子宫脱垂、漏尿等等，谁爱生谁生，祝想生的人平安，我不生']",replies
24,56,24_很多人不上环面临大概也是无休止的生育和流产吧 好多男人不愿意避孕 因为他们又不吃苦_很多人不上环面临大概也是无休止的生育和流产吧 好多男人不愿意避孕_但是对上一辈人来讲_好多男人不愿意避孕 因为他们又不吃苦 女人选择上环已经算爱护自己的行为了,"['很多人不上环面临大概也是无休止的生育和流产吧 好多男人不愿意避孕 因为他们又不吃苦', '很多人不上环面临大概也是无休止的生育和流产吧 好多男人不愿意避孕', '但是对上一辈人来讲', '好多男人不愿意避孕 因为他们又不吃苦 女人选择上环已经算爱护自己的行为了', '很多人不上环面临大概也是无休止的生育和流产吧', '女人选择上环已经算爱护自己的行为了', '因为他们又不吃苦', '好多人都说上环的痛苦', '好多人都说上环的痛苦 但是对上一辈人来讲', '好多人都说上环的痛苦 但是对上一辈人来讲 很多人不上环面临大概也是无休止的生育和流产吧']","['好多人都说上环的痛苦，但是对上一辈人来讲，很多人不上环面临大概也是无休止的生育和流产吧。好多男人不愿意避孕，因为他们又不吃苦，女人选择上环已经算爱护自己的行为了', '好多人都说上环的痛苦，但是对上一辈人来讲，很多人不上环面临大概也是无休止的生育和流产吧。好多男人不愿意避孕，因为他们又不吃苦，女人选择上环已经算爱护自己的行为了', '好多人都说上环的痛苦，但是对上一辈人来讲，很多人不上环面临大概也是无休止的生育和流产吧。好多男人不愿意避孕，因为他们又不吃苦，女人选择上环已经算爱护自己的行为了']",replies
25,53,25_自己都不为自己考虑_而且有的妈妈已经被老公男权思想洗脑一辈子了_能跟男的生活这么久本来就不是正常女性了_真的没人为女人考虑了 这是男人的本性 好男人本身就是个伪命题,"['自己都不为自己考虑', '而且有的妈妈已经被老公男权思想洗脑一辈子了', '能跟男的生活这么久本来就不是正常女性了', '真的没人为女人考虑了 这是男人的本性 好男人本身就是个伪命题', '真的没人为女人考虑了 这是男人的本性', '真的没人为女人考虑了', '能跟男的生活这么久本来就不是正常女性了 是精神男人', '父亲还要以男人的思想要求女儿自愿给女婿吸血 而且有的妈妈已经被老公男权思想洗脑一辈子了 能跟男的生活这么久本来就不是正常女性了', '父亲还要以男人的思想要求女儿自愿给女婿吸血 而且有的妈妈已经被老公男权思想洗脑一辈子了', '父亲还要以男人的思想要求女儿自愿给女婿吸血']","['女的结婚做好跟你婆婆一起养他老公和儿子的准备，婆婆也会压榨儿媳妇哦，女的在原生家庭就是跟你妈妈一起养父亲，父亲还要以男人的思想要求女儿自愿给女婿吸血，而且有的妈妈已经被老公男权思想洗脑一辈子了，能跟男的生活这么久本来就不是正常女性了，是精神男人，女孩子在这个精神男人社会里从出生开始就没有家，自己都不为自己考虑，真的没人为女人考虑了，这是男人的本性，好男人本身就是个伪命题', '女的结婚做好跟你婆婆一起养他老公和儿子的准备，婆婆也会压榨儿媳妇哦，女的在原生家庭就是跟你妈妈一起养父亲，父亲还要以男人的思想要求女儿自愿给女婿吸血，而且有的妈妈已经被老公男权思想洗脑一辈子了，能跟男的生活这么久本来就不是正常女性了，是精神男人，女孩子在这个精神男人社会里从出生开始就没有家，自己都不为自己考虑，真的没人为女人考虑了，这是男人的本性，好男人本身就是个伪命题', '女的结婚做好跟你婆婆一起养他老公和儿子的准备，婆婆也会压榨儿媳妇哦，女的在原生家庭就是跟你妈妈一起养父亲，父亲还要以男人的思想要求女儿自愿给女婿吸血，而且有的妈妈已经被老公男权思想洗脑一辈子了，能跟男的生活这么久本来就不是正常女性了，是精神男人，女孩子在这个精神男人社会里从出生开始就没有家，自己都不为自己考虑，真的没人为女人考虑了，这是男人的本性，好男人本身就是个伪命题']",replies
26,53,26_80年代开始计划生育_80年代开始计划生育 那时候已经想好了为30多年之后开放二胎做准备啦_80年代开始计划生育 那时候已经想好了为30多年之后开放二胎做准备啦 计生办的工作人员知道他们拉女性去上环是因为复通率高吗_那时候已经想好了为30多年之后开放二胎做准备啦 计生办的工作人员知道他们拉女性去上环是因为复通率高吗 给女性结扎是不是为了以后开放二胎做准备这个我不清楚,"['80年代开始计划生育', '80年代开始计划生育 那时候已经想好了为30多年之后开放二胎做准备啦', '80年代开始计划生育 那时候已经想好了为30多年之后开放二胎做准备啦 计生办的工作人员知道他们拉女性去上环是因为复通率高吗', '那时候已经想好了为30多年之后开放二胎做准备啦 计生办的工作人员知道他们拉女性去上环是因为复通率高吗 给女性结扎是不是为了以后开放二胎做准备这个我不清楚', '但我觉得可能是挑选那个相对好一点的结果吧', '请问有新闻或者文献出处吗 80年代开始计划生育 那时候已经想好了为30多年之后开放二胎做准备啦', '计生办的工作人员知道他们拉女性去上环是因为复通率高吗 给女性结扎是不是为了以后开放二胎做准备这个我不清楚', '计生办的工作人员知道他们拉女性去上环是因为复通率高吗 给女性结扎是不是为了以后开放二胎做准备这个我不清楚 但我觉得可能是挑选那个相对好一点的结果吧', '计生办的工作人员知道他们拉女性去上环是因为复通率高吗', '计划生育的时候强迫女性结扎就是因为女性的复通率比男性高 请问有新闻或者文献出处吗 80年代开始计划生育']","['“计划生育的时候强迫女性结扎就是因为女性的复通率比男性高”，请问有新闻或者文献出处吗？80年代开始计划生育，那时候已经想好了为30多年之后开放二胎做准备啦？计生办的工作人员知道他们拉女性去上环是因为复通率高吗？', '“计划生育的时候强迫女性结扎就是因为女性的复通率比男性高”，请问有新闻或者文献出处吗？80年代开始计划生育，那时候已经想好了为30多年之后开放二胎做准备啦？计生办的工作人员知道他们拉女性去上环是因为复通率高吗？', '“计划生育的时候强迫女性结扎就是因为女性的复通率比男性高”，请问有新闻或者文献出处吗？80年代开始计划生育，那时候已经想好了为30多年之后开放二胎做准备啦？计生办的工作人员知道他们拉女性去上环是因为复通率高吗？']",replies
27,51,27_增加产假15天_女职工劳动保护规定_怀孕满4个月流产的_怀孕满4个月流产的 享受42天产假,"['增加产假15天', '女职工劳动保护规定', '怀孕满4个月流产的', '怀孕满4个月流产的 享受42天产假', '我最喜欢的是他去俄罗斯那一集 其中有一个犯人饭点的时候', '对此做了进一步规定 第七条 女职工生育享受98天产假', '总体来说都不错', '怀孕满4个月流产的 享受42天产假 注百度查的', '总体来说都不错 其中一集 我有点觉得老传统了', '总体来说都不错 其中一集']","['我国《女职工劳动保护规定》对此做了进一步规定： 第七条，女职工生育享受98天产假，其中产前可以休假15天;难产的，增加产假15天;生育多胞胎的，每多生育1个婴儿，增加产假15天。女职工怀孕未满4个月流产的，享受15天产假;怀孕满4个月流产的，享受42天产假。注百度查的。', '我国《女职工劳动保护规定》对此做了进一步规定： 第七条，女职工生育享受98天产假，其中产前可以休假15天;难产的，增加产假15天;生育多胞胎的，每多生育1个婴儿，增加产假15天。女职工怀孕未满4个月流产的，享受15天产假;怀孕满4个月流产的，享受42天产假。注百度查的。', '我国《女职工劳动保护规定》对此做了进一步规定： 第七条，女职工生育享受98天产假，其中产前可以休假15天;难产的，增加产假15天;生育多胞胎的，每多生育1个婴儿，增加产假15天。女职工怀孕未满4个月流产的，享受15天产假;怀孕满4个月流产的，享受42天产假。注百度查的。']",replies
28,50,28_男性都能做_什么的_ok_而且,"['男性都能做', '什么的', 'ok', '而且', '不好意思', '男女同工不同酬', '不是我说', '我就呵呵了', '田园女权', '我是男的']","['参与调研的女性职场人表示遭遇过职场性别歧视的占比为43.43%,而女性容易遭受的前三大职场歧视分别是:“同等条件下,男性工作机会更多”“面试阶段被问婚恋或生育情况”“晋升渠道窄,较早遇到职业瓶颈”;其次,女性面临第四大职场歧视是“男女同工不同酬,“很难进入高管层”。在对待性别歧视上,多数女性排第一的反应是“用成绩证明自己,改变别人的偏见”,得票率为49.73%,但多数男性排第一的反应是“向公司上级或管理部门反映,要求合理解释”。——《2021职场女性与男性性别差异数据报告》', '“这不是你们女性的理所应当吗？”什么样的人能说出这样的话，我想只有想你们这种南拳才会，忽视各种因素来污蔑全体女性。 “这么说吧一个公司里同个级别女性跟男性的工作时间是8小时制工作很轻松期间可活动跟12小时制不停工这个可以是关爱吗？可以是！ 但工资是1万跟7千这能列入关爱吗？”。实际是不是同样的工作量、工作年限和职责都不清楚，就扯女性的工作轻松工资很高，这不是针对女性？ 而且，实际情况是女性社会地位并不高，但凡你了解一下新闻就不会这样说了。请你在就业歧视、领导人性别构成、家务育儿时间占比、千万被杀死的女胎面前说女性地位高。', '我国为什么尊重女性，是因为女性做出了应有的贡献，不好意思，至于上面一大堆说歧视女性的，我就呵呵了，在同等条件下，男生被要求加班不会逼逼，而且，男生没有那么多屁事，在同等情况下，一个成年男性的劳动力就是比一个女性的劳动力多，生产的价值更高，资本又不分人，能创造更多价值，我为什么不选男性?，而且，女性生育，还要假期，什么的，平白给企业造成损失，至于上面说的女性比男性更聪明，不好意思，科学研究表明男性比女性更加理智，从获取快感的方面讲，女性比男性高的多，这是有科学数据证明的，你杆不了，就单单科技文化讲，以前，科学技术发展我只知道男性的名字，牛顿，什么的，女性有一个名字吗？你说以前歧视，好，现在成立70周年了，信息技术这么发达，我也没看到，有几个女性名字，至于你说的怀孕伟大，女性伟大，就这，我承认母爱伟大，但我不承认女性伟大，现代人结婚生子，一个彩礼30万，酒席要20万，一套房子上百万，刚出来的年轻人，哪个有钱?女性要求条件，首先房子有我名，ok，我也不谈什么，取你起码得花200万，我奋斗十几年的钱直接给你，毫不客气的说，你值这个价吗？一个洞加生个孩子就有200万?生孩子顶多10个月，一个洞，一个晚上，ok，你用不到一年的时间换去了我十多年的财富，公平吗？我就纯价值计算，你一年能挣两百万吗？我想大多数人都是做不到的，一年两百万，起码一个月要10万以上，不是我说，你的价值都不匹配，就这还要平权，要是女性有比男性更高的智力水平，没人瞧不起你，你创造的价值少，我为啥要选你?资本又不分人，想要被尊重，那就创造更多价值，就现在，虽然，国家规定男女平等，大多数人都是瞧不起的，女性不能做的，男性都能做，女性能做的，男性都能做，就这，我凭什么尊重你，就单纯体力劳动而言，女性跑的比男性快吗？，就单纯现在而言，先天决定，但你可以考虑后天，你有知识，就比那些没有知识的人价值更高，现在全国扫盲，20多年了，义务教育普及百分之九十九，这样，这么多年过去了，你们还报怨，别跟我谈社会环境，如果只要改变社会环境就能的话，立法这么多年了，也不见得改变，反倒是现在，田园女权，越来越多，什么外包女越来越多，你想让我平等，那就创造出价值，我就尊重你']",replies
29,50,29_没有生育金生孩子不能报销啊_为了生育金呗 没有生育金生孩子不能报销啊_为了生育金呗_为了生育金呗 没有生育金生孩子不能报销啊 为了生育金呗,"['没有生育金生孩子不能报销啊', '为了生育金呗 没有生育金生孩子不能报销啊', '为了生育金呗', '为了生育金呗 没有生育金生孩子不能报销啊 为了生育金呗', '没有生育金生孩子不能报销啊 为了生育金呗', '没有生育金生孩子不能报销啊 为了生育金呗 没有生育金生孩子不能报销啊', '所以啊', '', '', '']","['为了生育金呗，没有生育金生孩子不能报销啊！', '为了生育金呗，没有生育金生孩子不能报销啊！', '为了生育金呗，没有生育金生孩子不能报销啊！']",replies
30,50,30_离婚吧_离婚了_谢谢_怎么说呢,"['离婚吧', '离婚了', '谢谢', '怎么说呢', '离婚', '是啊', '呵呵', '', '', '']","['然后女方出轨了，离婚了', '是啊，同居=离婚', '要不你就别耽误人家了，离婚吧。']",replies
31,50,31_本科生并没有歧视专科生_没有地域歧视的意思_术业有专攻__ゝ,"['本科生并没有歧视专科生', '没有地域歧视的意思', '术业有专攻', '_ゝ', '真的', '恕我直言', '是相对而言', '或者说', 'emmm', '说白了']","['没有地域歧视的意思，但我最近每次看到一些匪夷所思的奇葩言论为什么都来自意大利，告诉我你只是在意大利工厂里打工的是吗？ （emm这句话放在你身上是不是同样适用，这还不是地域黑吗？没有赞同楼主的说法）', '这也是我想跟你说的，本科生并没有歧视专科生', '如果心结打开了，我希望你能理解一下，本科生并没有歧视专科生，会歧视的都是一些狭隘的人，本科生里他们也是垃圾，不如专科生。 或者说，是嫉妒，嫉妒专科生工资高。 现在社会普遍都重视专科生了，从中央的政策开始就重视培育专科人才了，因为现在工厂真的很缺，你们也很抢手，你没必要觉得自己被歧视了，真的。']",replies
32,49,32_然后要分这男方的财产 劝分_然后要分这男方的财产 劝分 不对等的感情越耗沉没成本越高_根据某乎要求_然后再复婚,"['然后要分这男方的财产 劝分', '然后要分这男方的财产 劝分 不对等的感情越耗沉没成本越高', '根据某乎要求', '然后再复婚', '然后再复婚 因为首套房利息低一点', '更是怎么样都可以分了', '然后再复婚 因为首套房利息低一点 也就是说两个人一离就是低利息买两套房', '然后要分这男方的财产', '彩礼', '离婚了']","['里面有相当大的一部分是离婚之后两个人买房，然后再复婚。因为首套房利息低一点，也就是说两个人一离就是低利息买两套房。', '给我一个同学很像。结婚半年女方踩脸出轨离婚。然后要分这男方的财产。劝分，不对等的感情越耗沉没成本越高。从你一面之辞上听，这女的不是什么好东西。而且你都这样说了，更是怎么样都可以分了。', '给我一个同学很像。结婚半年女方踩脸出轨离婚。然后要分这男方的财产。劝分，不对等的感情越耗沉没成本越高。从你一面之辞上听，这女的不是什么好东西。而且你都这样说了，更是怎么样都可以分了。']",replies
33,48,33_除非男方就不想要孩子 这要是100年前 这个小姐姐就真的一辈子都完了_不然婆婆不会一直怪儿媳妇但又没撺掇儿子离婚再找_不然婆婆不会一直怪儿媳妇但又没撺掇儿子离婚再找 儿子也什么都不说_不然婆婆不会一直怪儿媳妇但又没撺掇儿子离婚再找 儿子也什么都不说 就是找儿媳妇背锅,"['除非男方就不想要孩子 这要是100年前 这个小姐姐就真的一辈子都完了', '不然婆婆不会一直怪儿媳妇但又没撺掇儿子离婚再找', '不然婆婆不会一直怪儿媳妇但又没撺掇儿子离婚再找 儿子也什么都不说', '不然婆婆不会一直怪儿媳妇但又没撺掇儿子离婚再找 儿子也什么都不说 就是找儿媳妇背锅', '儿子也什么都不说', '儿子也什么都不说 就是找儿媳妇背锅', '儿子也什么都不说 就是找儿媳妇背锅 女方有问题绝对就离了', '除非男方就不想要孩子', '这要是100年前 这个小姐姐就真的一辈子都完了', '这要是100年前']","['现实里，这种情况男方家里肯定心里有个谱的，不然婆婆不会一直怪儿媳妇但又没撺掇儿子离婚再找，儿子也什么都不说，就是找儿媳妇背锅。女方有问题绝对就离了，除非男方就不想要孩子，这要是100年前，这个小姐姐就真的一辈子都完了。', '现实里，这种情况男方家里肯定心里有个谱的，不然婆婆不会一直怪儿媳妇但又没撺掇儿子离婚再找，儿子也什么都不说，就是找儿媳妇背锅。女方有问题绝对就离了，除非男方就不想要孩子，这要是100年前，这个小姐姐就真的一辈子都完了。', '现实里，这种情况男方家里肯定心里有个谱的，不然婆婆不会一直怪儿媳妇但又没撺掇儿子离婚再找，儿子也什么都不说，就是找儿媳妇背锅。女方有问题绝对就离了，除非男方就不想要孩子，这要是100年前，这个小姐姐就真的一辈子都完了。']",replies
34,47,34_但是最可气的是 男人不受苦不管孩子还要通过冠姓把孩子抢走_但是最可气的是_但是最可气的是 男人不受苦不管孩子还要通过冠姓把孩子抢走 青春期孩子和妈妈作对就变成了_其实是一个人的事 男人除了提供那么点精 在生育里什么作用都没有,"['但是最可气的是 男人不受苦不管孩子还要通过冠姓把孩子抢走', '但是最可气的是', '但是最可气的是 男人不受苦不管孩子还要通过冠姓把孩子抢走 青春期孩子和妈妈作对就变成了', '其实是一个人的事 男人除了提供那么点精 在生育里什么作用都没有', '其实是一个人的事 男人除了提供那么点精', '其实是一个人的事', '在生育里什么作用都没有 女人才有生育的能力', '在生育里什么作用都没有', '可悲可悲', '女人才有生育的能力']","['其实是一个人的事，男人除了提供那么点精，在生育里什么作用都没有，女人才有生育的能力，但是最可气的是，男人不受苦不管孩子还要通过冠姓把孩子抢走，青春期孩子和妈妈作对就变成了“外姓人对付两个同姓人”，可悲可悲', '其实是一个人的事，男人除了提供那么点精，在生育里什么作用都没有，女人才有生育的能力，但是最可气的是，男人不受苦不管孩子还要通过冠姓把孩子抢走，青春期孩子和妈妈作对就变成了“外姓人对付两个同姓人”，可悲可悲', '其实是一个人的事，男人除了提供那么点精，在生育里什么作用都没有，女人才有生育的能力，但是最可气的是，男人不受苦不管孩子还要通过冠姓把孩子抢走，青春期孩子和妈妈作对就变成了“外姓人对付两个同姓人”，可悲可悲']",replies
35,44,35_性别歧视_挺好的_朋友_,"['性别歧视', '挺好的', '朋友', '', '', '', '', '', '', '']","['不歧视同性恋，挺好的', '对男生好说？性别歧视？', '性别歧视←_←']",replies
36,44,36_冷暴力 最后有人相信美好的婚姻和可靠的的另一半去结婚生子也值得羡慕和祝福 这算是这世界仅剩的的清流_所以不婚不孕真的没有错_所以不婚不孕真的没有错 就算男的不家暴_一把心愿放在别人身上本来就不应该,"['冷暴力 最后有人相信美好的婚姻和可靠的的另一半去结婚生子也值得羡慕和祝福 这算是这世界仅剩的的清流', '所以不婚不孕真的没有错', '所以不婚不孕真的没有错 就算男的不家暴', '一把心愿放在别人身上本来就不应该', '一把心愿放在别人身上本来就不应该 所以后期自己去冰岛才是必须的', '一把心愿放在别人身上本来就不应该 所以后期自己去冰岛才是必须的 二怀孕流产伤害的是自己', '就算男的不家暴 现在的社会两人首婚一辈子也很难 大大小小的烦心事等同于慢性家暴', '就算男的不家暴 现在的社会两人首婚一辈子也很难', '二怀孕流产伤害的是自己', '二怀孕流产伤害的是自己 所以不婚不孕真的没有错']","['我身边有很早结婚的，基本上她们原生家庭都不怎么样，都对她们不够重视，这种女孩从小就没有自信和安全感，对家庭没有归属感对自己也是自我怀疑，男的对她们哄哄就跟他了，还以为自己找到了真爱，其实只是跳进了一个更大的火坑，一年生了两个，年级轻轻要养孩子打工，但这是她们的自己的选择，谁能控制，只是告诉自己，以后有孩子一定给她更好的教育', '我身边有很早结婚的，基本上她们原生家庭都不怎么样，都对她们不够重视，这种女孩从小就没有自信和安全感，对家庭没有归属感对自己也是自我怀疑，男的对她们哄哄就跟他了，还以为自己找到了真爱，其实只是跳进了一个更大的火坑，一年生了两个，年级轻轻要养孩子打工，但这是她们的自己的选择，谁能控制，只是告诉自己，以后有孩子一定给她更好的教育', '我身边有很早结婚的，基本上她们原生家庭都不怎么样，都对她们不够重视，这种女孩从小就没有自信和安全感，对家庭没有归属感对自己也是自我怀疑，男的对她们哄哄就跟他了，还以为自己找到了真爱，其实只是跳进了一个更大的火坑，一年生了两个，年级轻轻要养孩子打工，但这是她们的自己的选择，谁能控制，只是告诉自己，以后有孩子一定给她更好的教育']",replies
37,44,37_一线城市失业可以去二线城市_真实_不是我说_我就呵呵了,"['一线城市失业可以去二线城市', '真实', '不是我说', '我就呵呵了', '没什么区别', '恶心', '没事', '众所周知', '这样', '怎么办']","['真实，失业时候天天搞，上班就一个星期一次了', '学医不当护士比程序猿稳定，一线城市失业可以去二线城市', '学医不当护士比程序猿稳定，一线城市失业可以去二线城市']",replies
38,43,38_我是不婚主义者_男的吧_有什么区别_生育与否,"['我是不婚主义者', '男的吧', '有什么区别', '生育与否', '关键词', '无所谓', '所以呢', '换句话说', '朋友', '虽然但是']","['大佬，你结婚没？ 你有没有感觉到他们对婚姻的轻视？有没有看到她们对自己婚姻的不负责和对别人婚姻的不负责！ 女的吧，明明喜欢非要瞎鸡儿乱来，婚姻随便就结了。将就的婚姻难以维持，当然这个是男方出轨的。 男的吧，为了所谓的面子各种**，还为了所谓的爱情随意结婚，然后又为了这个又离婚！美名其曰找到了爱情！ 为了自己的爱情伤害别人，和我说的〈你只不过少条腿，而她可是失去了爱情〉这话有什么区别？ 他可是去追求爱情了，而你不过是个替代品而已。 有什么区别？ 爱情可以自私，但不能说你随意啊！', '补充，我是不婚主义者', '无所谓，我是不婚主义者']",replies
